-727844, 214
-1184184, -1538
-1422788, -2278
-1552996, -3614
-1631268, -5074
-1682588, -5198
-1720092, -5906
-1749284, -6504
-1773336, -6842
-1792528, -7570
-1808152, -8846
-1822644, -8736
-1833704, -9434
-1845800, -10130
-1854052, -12012
-1861268, -11384
-1867788, -12034
-1875264, -12248
-1881136, -11234
-1887392, -13518
-1891020, -15038
-1896840, -14620
-1900820, -14772
-1904016, -16310
-1910592, -18062
-1912492, -20472
-1917232, -21470
-1920076, -22232
-1921328, -23870
-1923884, -25460
-1927464, -25256
-1929296, -27966
-1933280, -29914
-1935776, -31994
-1937488, -34862
-1938820, -35922
-1941628, -35538
-1942008, -37954
-1945476, -38632
-1945884, -38162
-1947608, -40174
-1950828, -40132
-1950960, -41110
-1952728, -41902
-1955928, -42420
-1956104, -42850
-1957684, -43702
-1958392, -44268
-1959856, -45998
-1960248, -46760
-1961136, -45902
-1962552, -46470
-1964556, -45712
-1965248, -45858
-1965324, -45722
-1968868, -46188
-1969384, -47686
-1969792, -47900
-1969124, -46688
-1971656, -46936
-1972480, -45306
-1973300, -44934
-1974956, -46042
-1974036, -44868
-1975184, -44384
-1976148, -43026
-1976240, -42626
-1977752, -42268
-1978188, -42574
-1978552, -42736
-1979028, -42198
-1978456, -42086
-1979452, -41126
-1979768, -42532
-1980052, -44138
-1979748, -43258
-1981584, -43002
-1981268, -43534
-1982400, -42890
-1983196, -42644
-1984588, -43296
-1985196, -42926
-1984796, -43592
-1985668, -43770
-1985888, -44664
-1985796, -45316
-1986096, -45624
-1986588, -46342
-1988592, -46480
-1988124, -45814
-1987576, -46304
-1989012, -46460
-1989944, -46846
-1988876, -47666
-1991416, -48172
-1991824, -49008
-1991632, -48308
-1990912, -48670
-1991356, -48864
-1992444, -49712
-1992328, -49380
-1992740, -49940
-1993444, -49868
-1992548, -50302
-1993184, -50664
-1993196, -51756
-1994920, -52226
-1995032, -52612
-1995804, -53498
-1996164, -55436
-1997200, -55804
-1996112, -56562
-1997308, -57568
-1996072, -57802
-1996612, -58688
-1997604, -58694
-1998272, -58658
-1997808, -58972
-1998460, -59056
-1998964, -58832
-1999320, -58560
-1999448, -58778
-1998800, -57768
-1998660, -57388
-1999820, -58256
-2000624, -58516
-1999820, -58486
-2001184, -58438
-2001104, -58532
-2000860, -58742
-2001184, -58894
-2000972, -59040
-2000864, -59966
-2001368, -60352
-2001144, -61038
-2002408, -61330
-2001404, -61794
-2003424, -62162
-2002648, -62474
-2003072, -62006
-2002888, -62270
-2002984, -62960
-2004240, -63690
-2004584, -63094
-2003848, -63696
