-35412, -434
-54436, 384
-64688, 380
-71388, 1214
-75948, 1300
-78332, 1822
-80932, 1162
-81804, 974
-81824, 926
-82740, 360
-83176, 62
-84224, 50
-84836, -1092
-84944, -514
-85832, -382
-86324, -444
-86376, 284
-86444, 788
-86760, 224
-86900, 120
-86336, 88
-86300, -636
-86568, -1308
-86144, -604
-87068, -478
-87204, -608
-86888, -1060
-86592, -806
-86688, -994
-87220, -988
-87240, -1450
-87632, -1480
-87676, -968
-88304, -748
-88084, -898
-87696, -1066
-87692, -1584
-87908, -1652
-88540, -2026
-88524, -1678
-89124, -1766
-89032, -1380
-88720, -2206
-88868, -1790
-89104, -1918
-88620, -1770
-88804, -1452
-88964, -1014
-88536, -1526
-88836, -1530
-88468, -664
-88252, -126
-88424, -518
-88728, 300
-89184, 258
-88308, 128
-88404, 158
-89396, 232
-89784, -336
-89604, 12
-88956, 554
-88248, -28
-88208, 4
-87936, -50
-89184, -942
-89512, -1750
-89660, -1504
-89648, -990
-89716, -1110
-89200, -1718
-89584, -2244
-89684, -2296
-90004, -1918
-89792, -1596
-89816, -2086
-89724, -2330
-90604, -2182
-90040, -2756
-89700, -2266
-89504, -2392
-89232, -2600
-89036, -3514
-89548, -3678
-89676, -3334
-89740, -4224
-89468, -4392
-89988, -3968
-89640, -4002
-88872, -3616
-89140, -3932
-89632, -3388
-89252, -3520
-89304, -3180
-89320, -3070
-89840, -2822
-90232, -2814
-90416, -2368
-90612, -2646
-90688, -2962
-90432, -3364
-90596, -3338
-90512, -3050
-90892, -3748
-90880, -3752
-90768, -4256
-91020, -4016
-91016, -4300
-91416, -4526
-91460, -4498
-91732, -4402
-91524, -4734
-91352, -4230
-91044, -3840
-91184, -4140
-91208, -3834
-90768, -4160
-91252, -4744
-90780, -4548
-91000, -4628
-91680, -4710
-91808, -4926
-91600, -4952
-92368, -5644
-91032, -5330
-91304, -5872
-91408, -5996
-91940, -6184
-91720, -5762
-91408, -5846
-91128, -6198
-91780, -6466
-91432, -6570
-91976, -6262
-91412, -5710
-91616, -6050
-91768, -5454
-91780, -5628
-91412, -5430
-92416, -5600
-92216, -5816
-92320, -5980
-91692, -5266
-91508, -5128
-91928, -4908
-91840, -4724
-92036, -5116
-91728, -5070
-91868, -4718
-91388, -4604
-91756, -4592
-91344, -4064
-91640, -4068
-92112, -4064
-91780, -4748
-91668, -4848
-92392, -5642
-91812, -6022
-91936, -6290
-91960, -6550
-91868, -6626
-91784, -6692
-91948, -6878
-92508, -7464
-91608, -7390
-91588, -7674
-91884, -7714
-91164, -7766
-91624, -8406
-92168, -8380
-91564, -7888
-91368, -8254
-90840, -7938
-91384, -7774
-91612, -7958
-91372, -8064
-91204, -7642
-90768, -8134
-91268, -8150
-91240, -8304
-90192, -8138
-90196, -8238
-90672, -8220
-90664, -8126
-90776, -8564
-90932, -8370
-90788, -7744
-90688, -7450
-91372, -7638
-91188, -7704
-91172, -7468
-91004, -7308
-91004, -7222
-91220, -7426
-91560, -7184
-91264, -7172
-91620, -8108
-91084, -8200
-91032, -7730
-91112, -7774
-90992, -7438
-91064, -7440
-91180, -7744
-91468, -7436
-92000, -7652
-91392, -7560
-90588, -7646
-90340, -7628
-91200, -7894
-91000, -8560
-91956, -8682
-92208, -7726
-92004, -7474
-91012, -8220
-90848, -8076
-90812, -8276
-91312, -7632
-90800, -8298
-90484, -7908
-91280, -7536
-91228, -7878
-91448, -7744
-91404, -8086
-91344, -7794
-91288, -8012
-91000, -8412
-91244, -8506
-90168, -8570
-90352, -8496
-90360, -9086
-90784, -8128
-91320, -7852
-90832, -7806
-91308, -7564
-91960, -7832
-90848, -7156
-90804, -6560
-90576, -7014
-90108, -7200
-90368, -6764
-89668, -6868
-89808, -6394
-90540, -6290
-90600, -6260
-90104, -6002
-90884, -5310
-90868, -5020
-90212, -5390
-89916, -6042
-90624, -5518
-90552, -6086
-91056, -5752
-91168, -5792
-90888, -5094
-90584, -5518
-91000, -5940
-91124, -6122
-91484, -5428
-91384, -5546
-90964, -5914
-91224, -5784
-91468, -6830
-90812, -6108
-90876, -6374
-90908, -6598
-91616, -6338
-92580, -6524
-92416, -6420
-91676, -6592
-91296, -6564
-90824, -6684
-91048, -7348
-91112, -6646
-91784, -7166
-91500, -7316
-91732, -7432
-92212, -6498
-92260, -6134
-91864, -5968
-91744, -5464
-92364, -5496
-91916, -5160
-92924, -5954
-92196, -6048
-92416, -6530
-92732, -6606
-92644, -6520
-93000, -6704
-92864, -6118
-92452, -6078
-92332, -5762
-91948, -5794
-92288, -5440
-91572, -5292
-91912, -5604
-92672, -6002
-92784, -6086
-92196, -5474
-91796, -5320
-91572, -5750
-91456, -5934
