-50840, -692
-82796, -724
-97212, -632
-104452, -558
-109220, -1108
-112224, -1502
-114040, -1906
-115532, -2016
-116568, -2298
-117820, -2274
-118772, -2210
-119556, -2464
-120384, -2842
-120804, -3144
-121420, -3816
-121888, -4024
-122360, -4476
-122880, -4392
-123152, -4660
-123416, -4662
-123680, -4712
-123884, -4578
-123992, -4432
-124188, -4394
-124224, -4718
-124232, -4990
-124456, -5118
-124600, -4914
-124712, -5372
-124880, -5532
-125116, -5590
-125196, -5882
-125240, -6240
-125464, -6742
-125576, -7454
-125652, -7486
-125732, -7430
-125904, -7712
-125948, -8198
-125960, -8836
-126080, -9380
-126172, -9878
-126092, -10398
-126112, -10780
-126176, -11100
-126292, -10930
-126372, -11304
-126432, -11550
-126500, -11712
-126552, -11940
-126608, -12516
-126648, -12742
-126616, -13488
-126692, -13924
-126888, -14452
-126948, -15356
-127016, -16266
-127024, -16746
-127088, -17498
-127000, -18134
-127164, -18908
-127204, -19684
-127284, -20344
-127252, -20918
-127368, -21668
-127484, -22188
-127472, -22770
-127472, -23262
-127580, -23688
-127652, -24374
-127700, -25008
-127796, -25682
-127920, -26508
-127916, -27230
-127976, -27544
-128108, -28058
-128176, -28652
-128176, -29018
-128348, -29596
-128292, -30176
-128380, -30764
-128384, -31192
-128296, -31702
-128416, -31976
-128408, -32496
-128492, -32836
-128532, -33308
-128504, -33746
-128524, -34358
-128660, -35180
-128672, -35876
-128596, -36574
-128708, -37368
-128748, -38024
-128792, -38650
-128852, -39524
-128876, -39814
-128944, -40340
-128900, -41030
-129004, -41408
-129056, -41844
-128996, -42294
-129052, -42664
-129128, -43190
-129160, -43608
-129268, -44278
-129272, -44508
-129264, -44902
-129304, -45234
-129328, -45654
-129324, -45978
-129428, -46190
-129412, -46466
-129440, -46868
-129400, -47338
-129468, -47728
-129400, -48096
-129508, -48452
-129468, -48690
-129452, -48936
-129528, -49302
-129532, -49704
-129528, -50052
-129516, -50422
-129500, -50742
-129488, -51014
-129524, -51384
-129616, -51756
-129676, -52024
-129700, -52352
-129660, -52704
-129640, -53104
-129708, -53336
-129648, -53584
-129684, -53840
-129644, -54054
-129740, -54434
-129664, -54700
-129764, -54980
-129728, -55412
-129764, -55624
-129804, -55778
-129804, -55974
-129800, -56264
-129840, -56544
-129788, -56818
-129868, -57068
-129896, -57482
-129888, -57812
-130036, -58114
-130020, -58448
-130004, -58708
-130024, -58932
-130024, -59234
-130064, -59640
-130040, -59990
-130068, -60298
-130080, -60700
-130072, -61122
-130116, -61558
-130160, -61984
-130176, -62506
-130180, -63210
-130200, -63580
-130288, -63966
-130256, -64622
-130316, -65070
-130336, -65096
-130400, -65270
-130496, -65536
-130464, -65620
-130576, -65710
-130588, -65736
-130520, -65754
-130624, -65778
-130644, -65784
-130624, -65780
-130580, -65768
-130504, -65750
-130608, -65776
-130528, -65756
-130628, -65780
-130536, -65758
-130508, -65746
-130604, -65774
-130632, -65782
-130540, -65758
-130544, -65758
-130688, -65796
-130584, -65770
-130596, -65772
-130576, -65768
-130608, -65776
-130664, -65790
-130516, -65752
-130600, -65774
-130628, -65780
-130624, -65780
-130652, -65786
-130636, -65782
-130676, -65792
-130624, -65780
-130632, -65782
-130560, -65764
-130648, -65786
-130656, -65788
-130588, -65770
-130592, -65772
-130584, -65770
-130648, -65786
-130592, -65772
-130560, -65764
-130640, -65784
-130648, -65786
-130660, -65788
-130632, -65782
-130648, -65786
-130620, -65776
-130616, -65778
-130572, -65764
-130608, -65772
-130568, -65764
-130564, -65764
-130604, -65774
-130564, -65764
-130544, -65760
-130560, -65764
-130552, -65762
-130664, -65790
-130620, -65778
-130620, -65776
-130600, -65772
-130648, -65786
-130560, -65762
-130624, -65780
-130596, -65772
-130496, -65748
-130600, -65774
-130620, -65778
-130580, -65768
-130636, -65782
-130556, -65762
-130536, -65758
-130544, -65760
-130556, -65762
-130672, -65792
-130648, -65786
-130632, -65780
-130660, -65788
-130588, -65770
-130568, -65766
-130628, -65780
-130696, -65798
-130592, -65772
-130620, -65778
-130656, -65788
-130600, -65774
-130600, -65774
-130600, -65774
-130524, -65752
-130600, -65774
-130624, -65780
-130552, -65760
-130608, -65776
-130596, -65772
-130576, -65768
-130632, -65782
-130588, -65770
-130632, -65782
-130548, -65760
-130640, -65784
-130584, -65770
-130604, -65774
-130576, -65768
-130640, -65784
-130624, -65778
-130572, -65766
-130588, -65770
-130592, -65770
-130552, -65762
-130596, -65772
-130596, -65772
-130520, -65752
-130592, -65772
-130568, -65764
-130664, -65790
-130656, -65788
-130544, -65760
-130600, -65772
-130548, -65760
-130552, -65762
-130612, -65774
-130536, -65754
-130568, -65764
-130584, -65768
-130576, -65768
-130560, -65764
-130608, -65776
-130616, -65778
-130596, -65772
