1	66.1114
2	66.1114
3	66.1114
4	66.1114
5	66.1114
6	66.1114
7	66.1114
8	66.1114
9	66.1114
10	66.1114
11	66.1114
12	66.1114
13	66.1114
14	66.1114
15	66.1114
16	66.1114
17	66.1114
18	66.1114
19	66.1114
20	66.1114
21	66.1114
22	66.1114
23	66.1114
24	66.1114
25	66.1114
26	66.1114
27	66.1114
28	66.1114
29	66.1114
30	66.1114
31	66.1114
32	66.1114
33	66.1114
34	66.1255
35	66.1912
36	66.1912
37	66.1912
38	66.1912
39	66.1912
40	66.1912
41	66.1912
42	66.1912
43	66.1912
44	66.1912
45	66.1912
46	66.1912
47	66.1912
48	66.1912
49	66.1912
50	66.1912
51	66.1912
52	66.1912
53	66.1912
54	66.1912
55	66.1912
56	66.1912
57	66.1912
58	66.3575
59	66.3698
60	66.3698
61	66.3698
62	66.3698
63	66.3698
64	66.3698
65	66.3698
66	66.3698
67	66.3698
68	66.3698
69	66.3698
70	66.3698
71	66.3698
72	66.3698
73	66.3698
74	65.4204
75	64.5683
76	64.5683
77	64.5683
78	64.5683
79	64.5683
80	64.5683
81	64.5683
82	64.5683
83	64.5683
84	64.5683
85	64.5683
86	64.5683
87	64.5152
88	64.2131
89	64.2131
90	64.2131
91	64.2131
92	64.2131
93	64.2131
94	64.2131
95	64.2131
96	64.2131
97	64.2131
98	64.2131
99	65.1085
100	66.7457
101	66.7457
102	66.7457
103	66.7457
104	66.7457
105	66.7457
106	66.7457
107	66.7457
108	66.7457
109	66.7457
110	67.8543
111	68.0569
112	68.0569
113	68.0569
114	68.0569
115	68.0569
116	68.0569
117	68.0569
118	68.0569
119	65.6948
120	61.6685
121	61.6685
122	61.6685
123	61.6685
124	61.6685
125	61.6685
126	61.6685
127	66.9503
128	67.5526
129	67.5526
130	67.5526
131	67.5526
132	67.5526
133	67.5526
134	67.5526
135	66.5673
136	66.2736
137	66.2736
138	66.2736
139	66.2736
140	66.2736
141	66.2736
142	66.2736
143	68.906
144	69.062
145	69.062
146	69.062
147	69.062
148	69.062
149	69.062
150	67.6163
151	66.0503
152	66.0503
153	66.0503
154	66.0503
155	66.0503
156	66.0503
157	65.6327
158	65.4596
159	65.4596
160	65.4596
161	65.4596
162	65.4596
163	65.6265
164	68.8608
165	68.8608
166	68.8608
167	68.8608
168	68.8608
169	68.8608
170	67.1812
171	66.3561
172	66.3561
173	66.3561
174	66.3561
175	66.3561
176	66.8144
177	67.5083
178	67.5083
179	67.5083
180	67.5083
181	67.5083
182	67.3954
183	67.1415
184	67.1415
185	67.1415
186	67.1415
187	67.1415
188	68.0818
189	68.9093
190	68.9093
191	68.9093
192	68.9093
193	68.9093
194	68.5122
195	68.4765
196	68.4765
197	68.4765
198	68.4765
199	66.923
200	65.1878
201	65.1878
202	65.1878
203	65.1878
204	65.1672
205	65.0425
206	65.0425
207	65.0425
208	65.0425
209	65.0425
210	63.3542
211	63.1959
212	63.1959
213	63.1959
214	63.5977
215	64.3273
216	64.3273
217	64.3273
218	64.3273
219	65.7536
220	68.1366
221	68.1366
222	68.1366
223	68.1366
224	65.6612
225	63.936
226	63.936
227	63.936
228	63.936
229	66.8085
230	66.9955
231	66.9955
232	66.9955
233	66.1481
234	65.2326
235	65.2326
236	65.2326
237	65.2326
238	66.4263
239	66.4897
240	66.4897
241	66.4897
242	65.9393
243	65.6624
244	65.6624
245	65.6624
246	65.7294
247	65.8192
248	65.8192
249	65.8192
250	66.454
251	69.7868
