-2084, 70
-3576, 260
-4540, 426
-5136, 554
-5404, 658
-5604, 898
-5532, 1006
-5656, 1114
-5844, 1136
-5956, 1246
-5996, 1218
-5976, 1332
-5996, 1236
-6264, 1376
-6228, 1492
-6256, 1484
-6228, 1512
-6044, 1554
-6300, 1516
-6448, 1472
-6388, 1506
-6436, 1544
-6512, 1544
-6368, 1678
-6320, 1580
-6424, 1510
-6420, 1540
-6348, 1402
-6520, 1416
-6540, 1474
-6496, 1452
-6504, 1540
-6576, 1486
-6612, 1458
-6692, 1548
-6696, 1488
-6636, 1474
-6672, 1528
-6776, 1420
-6720, 1548
-6680, 1528
-6776, 1570
-6732, 1556
-6556, 1504
-6672, 1462
-6684, 1464
-6552, 1340
-6520, 1346
-6548, 1420
-6604, 1516
-6528, 1418
-6592, 1500
-6508, 1464
-6592, 1480
-6612, 1508
-6560, 1416
-6476, 1410
-6440, 1310
-6420, 1308
-6580, 1456
-6728, 1438
-6708, 1448
-6696, 1498
-6588, 1486
-6504, 1348
-6532, 1452
-6660, 1570
-6608, 1574
-6636, 1588
-6692, 1610
-6496, 1680
-6508, 1636
-6472, 1626
-6472, 1728
-6396, 1752
-6372, 1860
-6544, 2042
-6508, 1940
-6480, 2012
-6508, 1892
-6476, 1938
-6524, 1876
-6392, 2018
-6372, 1900
-6412, 1806
-6688, 1930
-6632, 2054
-6588, 2118
-6600, 2176
-6568, 2208
-6628, 2266
-6664, 2162
-6532, 2002
-6616, 2078
-6536, 2052
-6580, 2100
-6516, 2160
-6584, 2234
-6612, 2212
-6488, 2252
-6540, 2340
-6620, 2410
-6780, 2398
-6728, 2410
-6484, 2384
-6524, 2470
-6704, 2502
-6776, 2400
-6812, 2460
-6796, 2570
-6836, 2560
-6712, 2496
-6568, 2486
-6692, 2478
-6680, 2518
-6628, 2478
-6692, 2492
-6768, 2536
-6624, 2526
-6628, 2510
-6628, 2474
-6544, 2518
-6692, 2600
-6668, 2642
-6768, 2684
-6892, 2712
-6716, 2724
-6652, 2688
-6692, 2616
-6716, 2614
-6752, 2562
-6792, 2636
-6636, 2544
-6744, 2596
-6792, 2666
-6720, 2692
-6788, 2686
-6796, 2634
-6832, 2662
-6844, 2576
-6744, 2628
-6840, 2730
-6796, 2784
-6804, 2984
-6548, 2982
-6860, 3074
-6764, 3118
-6736, 3080
-6648, 3000
-6924, 3124
-6772, 3086
-6644, 2956
-6804, 3066
-6900, 3074
-7080, 3162
-6820, 3118
-6720, 3130
-6800, 3170
-6940, 3218
-6848, 3218
-6816, 3246
-7060, 3304
-7092, 3384
-7044, 3448
-6924, 3440
-6800, 3450
-6836, 3506
-6892, 3426
-6948, 3416
-6852, 3364
-6916, 3378
-6716, 3320
-6684, 3338
-6772, 3464
-6884, 3476
-6752, 3432
-6844, 3476
-6964, 3466
-6808, 3378
-6888, 3476
-7020, 3586
-6972, 3546
-6880, 3530
-6964, 3576
-6788, 3526
-7008, 3600
-7028, 3608
-7016, 3606
-7008, 3582
-6904, 3540
-6892, 3500
-6820, 3432
-6840, 3422
-6940, 3494
-6896, 3520
-7020, 3582
-6940, 3596
-6920, 3614
-6780, 3594
-6800, 3692
-6820, 3712
-6952, 3766
-6976, 3778
-6960, 3784
-6952, 3782
-6932, 3776
-7104, 3810
-6964, 3794
-6960, 3756
-7100, 3820
-7072, 3822
-6952, 3736
-7176, 3868
-7132, 3838
-7292, 3872
-7128, 3838
-7096, 3840
-6924, 3762
-7212, 3866
-7212, 3856
-7188, 3896
-7068, 3842
-7056, 3858
-7176, 3910
-7132, 3862
-7008, 3834
-6912, 3812
-6940, 3816
-7148, 3888
-7168, 3876
-6984, 3832
-7156, 3908
-7220, 3920
-7176, 3918
-7292, 3928
-7036, 3856
-7060, 3848
-7248, 3910
-7088, 3842
-7060, 3838
-7060, 3842
-7160, 3892
-7040, 3822
-7112, 3858
-7192, 3896
-7180, 3882
-7092, 3872
-7164, 3894
-7104, 3878
-7044, 3876
-7068, 3882
-7224, 3904
-7188, 3912
-7096, 3856
-6988, 3842
-6988, 3846
-6952, 3826
-7052, 3834
-6960, 3794
-7164, 3902
-7144, 3864
-7160, 3874
-7080, 3878
-7092, 3880
-7200, 3932
-7280, 3942
-7108, 3882
-7044, 3852
-7064, 3868
-7040, 3870
-7040, 3874
-7052, 3850
-7036, 3826
-6984, 3792
-7048, 3810
-6972, 3780
-7060, 3826
-6928, 3806
-6960, 3816
-7228, 3930
-7052, 3850
-7160, 3884
-7208, 3890
-7240, 3902
-7096, 3890
-7112, 3870
-7076, 3870
-6992, 3826
-7048, 3832
-7020, 3834
-6904, 3790
-7016, 3814
-6920, 3772
-6948, 3758
-6744, 3674
-6964, 3716
-6892, 3690
-6840, 3678
-6820, 3664
-6868, 3708
